almaMmsId	zdbId
99372483569306441; 990154008350206441	2246199-1
990154008360206441; 99372483568806441	2246200-4
99372483570306441; 990154008370206441	2246201-6
99372483569206441; 990154008390206441	2246203-X
99372483570106441; 990154008470206441	2246212-0
99370699941906441; 990154066350206441	2246242-9
99370671034806441; 990154066390206441	2246246-6
99370697867706441; 990154066440206441	2246251-X
990154066490206441; 99370692050906441	2246257-0
99370696500406441; 990154066520206441	2246260-0
990154066550206441; 99370690502706441	2246263-6
99370682433906441; 990154066620206441	2246270-3
99370686154406441; 990154067290206441	2246337-9
99370699823806441; 990154067360206441	2246344-6
990154067830206441; 99370693142006441	2246392-6
99370691061506441; 990154067880206441	2246397-5
990154068090206441; 99370696891106441	2246418-9
990154068120206441; 99370682243306441	2246421-9
99370688500106441; 990154068170206441	2246426-8
99370694417706441; 990154068610206441	2246471-2
99370698102706441; 990154068620206441	2246472-4
99370698102106441; 990154068640206441	2246474-8
990154068650206441; 99370698102206441	2246475-X
990154068680206441; 99370682434406441	2246478-5
990154068690206441; 99370698102306441	2246479-7
990154068710206441; 99370698102406441	2246481-5
990154068720206441; 99370686386606441	2246482-7
99370686386706441; 990154068760206441	2246486-4
99370688506106441; 990154068800206441	2246490-6
99370687864706441; 990154068860206441	2246496-7
99370695688306441; 990154068910206441	2246501-7
99370698387406441; 990154068980206441	2246508-X
990154069070206441; 99370682434306441	2246517-0
990154069160206441; 99370686386806441	2246527-3
990154069740206441; 99370699170306441	2246587-X
990154069830206441; 99370776358906441	2246596-0
99370687420106441; 990154070450206441	2246658-7
99370683296106441; 990154070470206441	2246660-5
99370693453706441; 990154070490206441	2246662-9
99370676975406441; 990154070500206441	2246663-0
99370675056906441; 990154070530206441	2246667-8
99370677188506441; 990154070590206441	2246673-3
99370672784506441; 990154070600206441	2246674-5
99370672285806441; 990154070610206441	2246675-7
99370709582906441; 990154070640206441	2246678-2
990154070680206441; 99370690945106441	2246682-4
99370694406606441; 990154070710206441	2246685-X
99370688991406441; 990154070740206441	2246688-5
99370671264806441; 990154070760206441	2246690-3
99370690188206441; 990154070800206441	2246694-0
99370688748706441; 990154070820206441	2246696-4
990154071230206441; 99370683310006441	2246737-3
99370670814106441; 990154071340206441	2246748-8
990154071420206441; 99370684994106441	2246757-9
990154071460206441; 99370682433006441	2246761-0
99370683117306441; 990154071970206441	2246816-X
99370682189106441; 990154071980206441	2246817-1
99370688060406441; 990154072020206441	2246821-3
99370691059906441; 990154072030206441	2246822-5
99370691057606441; 990154072060206441	2246825-0
99370684023306441; 990154072080206441	2246827-4
99370690367806441; 990154072140206441	2246833-X
99370686251706441; 990154072170206441	2246836-5
99370689054606441; 990154072190206441	2246838-9
99370690294506441; 990154072240206441	2246843-2
990154072670206441; 99370687674506441	2246886-9
990154072680206441; 99370694402506441	2246887-0
99370699939406441; 990154072750206441	2246894-8
99370679306506441; 99370676564606441; 990154072770206441	2246896-1
99370695688606441; 990154072800206441	2246899-7
990154072820206441; 99370683906406441	2246901-1
990154072870206441; 99370699942006441	2246906-0
990154072880206441; 99370688840906441	2246907-2
990154072950206441; 99370688367706441	2246914-X
990154073050206441; 99370683260406441	2246924-2
990154073100206441; 99370699179206441	2246929-1
99370686927106441; 990154073180206441	2246938-2
990154073760206441; 99370685476706441	2246998-9
99370687662806441; 990154073780206441	2247000-1
990154073980206441; 99370696764806441	2247020-7
99370699172206441; 990154074040206441	2247026-8
99370686333006441; 990154074060206441	2247028-1
990154074080206441; 99370692035106441	2247030-X
99370698254706441; 990154074140206441	2247036-0
99370685262806441; 990154074310206441	2247054-2
99370674083006441; 990154074360206441	2247059-1
990154074390206441; 99370685503606441	2247062-1
99370699914206441; 990154074440206441	2247067-0
99370689354106441; 990154074480206441	2247071-2
99370691696406441; 990154137700206441	2247209-5
990154138260206441; 99370688735006441	2247268-X
99370674738506441; 990154138450206441	2247290-3
99370677408006441; 990154138670206441	2247312-9
99370691122006441; 990154139280206441	2247376-2
99370690051506441; 990154139340206441	2247382-8
990154139370206441; 99370699941106441	2247385-3
990154139380206441; 99370699940106441	2247386-5
990154139450206441; 99370699940606441	2247393-2
990154139460206441; 99370699941706441	2247394-4
990154139490206441; 99370686386906441	2247397-X
990154139510206441; 99370699939306441	2247400-6
990154139570206441; 99370686330506441	2247406-7
99370699784606441; 990154139660206441	2247416-X
990154140250206441; 99370689155206441	2247481-X
99370702273506441; 990154140560206441	2247513-8
99370698380106441; 990154140570206441	2247514-X
990154140620206441; 99370699941406441	2247519-9
990154140710206441; 99370692991706441	2247528-X
99370696025406441; 990154140790206441	2247536-9
99370688016506441; 990154141010206441	2247560-6
990154141970206441; 99370693441806441	2247660-X
99370671617206441; 990154142000206441	2247665-9
99370693549106441; 990154142040206441	2247669-6
990154142070206441; 99370682434006441	2247672-6
99370686386206441; 990154142150206441	2247680-5
990154142350206441; 99370691530106441	2247700-7
990154142400206441; 99370688995806441	2247706-8
99370699349506441; 990154142520206441	2247718-4
990154142620206441; 99370698162006441	2247729-9
990154142680206441; 99370686386306441	2247735-4
99370688584706441; 990154199090206441	2247899-1
99370682272806441; 990154199380206441	2247930-2
990154199940206441; 99370700062906441	2247986-7
990154199950206441; 99370687406706441	2247987-9
99370686386406441; 990154200450206441	2248042-0
99370682272706441; 990154200500206441	2248047-X
99370671615106441; 990154200820206441; 991002591569706485	2248082-1
99370696881106441; 990154200950206441	2248095-X
99370692436506441; 990154201030206441	2248103-5
99370697045706441; 990154201050206441	2248105-9
99370692045906441; 990154201100206441	2248110-2
99370692344606441; 990154201200206441	2248121-7
99370693437106441; 990154201260206441	2248127-8
99370684705806441; 990154202900206441	2248294-5
99370682182806441; 990154202910206441	2248295-7
990154203270206441; 99370690562006441	2248332-9
99370690298306441; 990154203760206441	2248383-4
99370689047606441; 990154204000206441	2248407-3
99370692946706441; 990154204070206441	2248414-0
99370695441206441; 990154204460206441	2248453-X
99370690174106441; 990154204560206441	2248466-8
990154204940206441; 99370678936006441	2248504-1
99370674980106441; 990154205010206441	2248512-0
99370684960406441; 990154205840206441	2248598-3
990154206030206441; 99370673028206441	2248618-5
990154206490206441; 99370674050006441	2248666-5
990154206780206441; 99370672365906441	2248695-1
99370703047806441; 990154206980206441	2248715-3
99370675622206441; 990154207180206441	2248735-9
990154268980206441; 99370670579406441	2248811-X
990154269020206441; 99370690502406441	2248815-7
99370683984806441; 990154269130206441	2248826-1
990154269370206441; 99370698953406441	2248852-2
990154269610206441; 99370678530606441	2248877-7
99370699817506441; 990154270920206441	2249015-2
99370698183606441; 990154273000206441	2249241-0
99370677509006441; 990154273260206441	2249268-9
990154273600206441; 99370686386506441	2249303-7
99370695842406441; 990154273990206441	2249345-1
99370698499306441; 990154274490206441	2249397-9
99370671878106441; 990154274720206441	2249420-0
99370670707106441; 990154274850206441	2249433-9
99370672193206441; 990154274860206441	2249434-0
99370685849806441; 990154274950206441	2249443-1
99370686385806441; 990154274980206441	2249446-7
990154275010206441; 99370676975106441	2249449-2
99370696468606441; 990154275060206441	2249454-6
99370707836906441; 990154275260206441	2249474-1
99370692041006441; 990154275290206441	2249477-7
99370679677206441; 990154275490206441	2249497-2
99370684567806441; 990154275590206441	2249507-1
99370694638606441; 990154275600206441	2249508-3
990154275620206441; 99370702358006441	2249510-1
99370687891006441; 990154275890206441	2249537-X
99370683336506441; 990154276140206441	2249562-9
990154276200206441; 99370679013006441	2249568-X
99370690474806441; 990154276360206441	2249584-8
99370689606706441; 990154276540206441	2249602-6
99370688014106441; 990154276560206441	2249604-X
99370699886006441; 990154276590206441	2249607-5
99370688493406441; 990154276630206441	2249611-7
99370696036706441; 990154276890206441	2249638-5
99370688738006441; 990154276900206441	2249639-7
99370692040006441; 990154277120206441	2249661-0
99370696041006441; 990154277170206441	2249666-X
990154277190206441; 99370707512206441	2249668-3
99370676978706441; 990154277280206441	2249677-4
990154277310206441; 99370703880606441	2249680-4
99370670375306441; 990154277320206441	2249681-6
99370689548606441; 990154277450206441	2249694-4
990154277530206441; 99370673740006441	2249702-X
990154277690206441; 99370687281406441	2249719-5
990154277910206441; 99370709606006441	2249742-0
99370709606306441; 990154277930206441	2249744-4
99370687862406441; 990154277970206441	2249748-1
990154349780206441; 99370705155106441	2249844-8
99370685600106441; 990154349810206441	2249847-3
99370698252106441; 990154349950206441	2249862-X
99370697525206441; 990154350470206441	2249917-9
99370690472206441; 990154350550206441	2249925-8
99370686385906441; 990154351560206441	2250030-3
990154351960206441; 99370674739806441	2250071-6
990163924700206441; 99370673307206441	2250160-5
99370686162206441; 990154352890206441	2250166-6
990154355670206441; 99370677953706441	2250448-5
990154355770206441; 99370686386006441	2250458-8
99370671351206441; 990154355790206441	2250460-6
990154356050206441; 99370694379506441	2250491-6
990154357040206441; 99370686386106441	2250599-4
990154421100206441; 99370674739006441	2250639-1
99370691672706441; 990154421430206441	2250675-5
99370674207306441; 990154421610206441	2250695-0
99370678887606441; 990154422510206441	2250797-8
99370696041106441; 990154422650206441	2250813-2
990154423110206441; 99370673074206441	2250870-3
990154423300206441; 99370697647006441	2250890-9
990154423380206441; 99370677758606441	2250900-8
99370691695706441; 990154423390206441	2250901-X
990154423440206441; 99370690010606441	2250906-9
99370688532706441; 990154423670206441	2250929-X
99370679302506441; 990154424330206441	2250999-9
990154424470206441; 99370689700506441	2251013-8
99370672289006441; 990154424680206441	2251034-5
990154424760206441; 99370674187606441	2251042-4
99370674076306441; 990154425200206441	2251091-6
99370679370106441; 990154425210206441	2251092-8
990154425400206441; 99370693524806441	2251112-X
990154425410206441; 99370690093606441	2251113-1
990154425440206441; 99370686418606441	2251116-7
99370674740106441; 990154425450206441; 991002870909706485	2251117-9
990154425460206441; 991003925819706485	2251118-0
990154425510206441; 99370695215106441	2251123-4
99370671513306441; 990154425690206441	2251143-X
990154425890206441; 99370696471406441	2251163-5
99370676309706441; 990154426170206441	2251191-X
990154486020206441; 99370679306906441	2251227-5
99370679164106441; 990154486040206441	2251229-9
990154486050206441; 99370697657706441	2251230-5
99370699176406441; 990154486070206441	2251233-0
99370672404406441; 990154486080206441	2251234-2
99370692787306441; 990154486120206441	2251239-1
990154486130206441; 99370685418106441	2251242-1
99370677323106441; 990154486140206441	2251244-5
99370678444606441; 990154486200206441	2251256-1
990154486210206441; 99370706318806441	2251258-5
990154486240206441; 99370683285406441	2251262-7
99370694855606441; 990154525510206441	2251266-4
990154486300206441; 99370697396706441	2251282-2
99370690150606441; 990154486310206441	2251290-1
990154486430206441; 99370686161406441	2251317-6
990154486580206441; 99370697307606441	2251348-6
990154526000206441; 99370688838406441	2251349-8
99370676931306441; 990154486620206441	2251353-X
99370676010306441; 990154486660206441	2251362-0
99370690840106441; 990154486690206441	2251373-5
990154486850206441; 99370685595106441	2251402-8
99370682972406441; 990154526310206441	2251415-6
99370699688006441; 990154487050206441	2251450-8
99370694419306441; 990154487060206441	2251451-X
99370688592506441; 990154487130206441	2251463-6
990154526620206441; 99370689919306441	2251483-1
990154487300206441; 99370673228906441	2251496-X
99370689534206441; 990154487490206441	2251532-X
990154487540206441; 99370688013706441	2251540-9
990154487560206441; 99370689427306441	2251543-4
99370685262306441; 990154487640206441	2251556-2
990154487660206441; 99370691138706441	2251562-8
99370693147906441; 990154487710206441	2251568-9
990154487730206441; 99370684768206441	2251574-4
990154487740206441; 99370687659806441	2251577-X
99370688699506441; 990154487770206441	2251585-9
